UserID,Gender,Age,Location,ActivityLevel,AppSessions,Distance_km,CaloriesBurned
1080,Male,29,Urban,Moderate,86.63608271676586,43.9340608160568,1078.8780253055043
1081,Female,31,Urban,Sedentary,54.46155737962267,21.41993909856273,446.1572388375893
1082,Female,38,Rural,Sedentary,61.709307785954145,11.724915529638729,323.5591805752521
1083,Male,39,Urban,Moderate,105.8278585403212,59.28642094063888,1099.405123069144
1084,Male,38,Urban,Active,156.75747650845585,107.75705884960298,2069.9289510025137
1085,Male,47,Suburban,Sedentary,49.8621658801327,19.566277763773343,471.94233527718427
1086,Male,56,Urban,Sedentary,42.1766252893358,22.627728400950424,502.17859858802757
1087,Female,37,Urban,Active,134.4340484468898,97.61409061160055,1912.5098770668637
1088,Female,41,Urban,Sedentary,47.89127246810569,16.27814420097709,320.14919652798835
1089,Female,40,Urban,Active,142.74856069517656,95.50184321445651,1931.4662537629238
1090,Female,24,Suburban,Moderate,120.14194322354516,50.329301282479,1013.352281294662
1091,Male,26,Suburban,Moderate,88.50085585499167,55.292582951743945,1052.0599554035139
1092,Female,18,Suburban,Moderate,97.69062662550745,59.19169251314612,1109.7095055890086
1093,Female,43,Rural,Sedentary,46.330384054718316,12.60072328490388,386.4401382678605
1094,Female,55,Rural,Moderate,113.52708164697096,47.70572195905878,969.2454998979358
1095,Female,55,Suburban,Active,142.2779133703241,98.2851371722692,1907.1697621049425
1096,Female,39,Urban,Moderate,95.84600767165003,51.760257554759136,1048.4953462354192
1097,Female,27,Suburban,Moderate,103.3238948905546,40.16680533643323,863.0471907476767
1098,Male,23,Urban,Moderate,106.39294087722098,46.96470257582627,933.0982535849608
1099,Male,34,Suburban,Sedentary,46.79024830600809,20.993217756937007,435.26296056552513
1100,Male,55,Suburban,Moderate,101.73594816444725,52.878746091583494,964.1634710362855
1101,Male,41,Urban,Moderate,95.51686724956275,49.03957382078476,988.7694307123442
1102,Female,27,Rural,Moderate,92.19119589095342,52.25940120757441,967.3028437758121
1103,Male,25,Urban,Moderate,89.0521980998105,54.6493854792342,1119.1206742585327
1104,Female,38,Suburban,Moderate,105.96513814771937,52.80129930666492,1006.4659626769587
1105,Female,23,Urban,Active,147.71968283709597,100.20622842796355,1977.5540017694352
1106,Male,38,Rural,Moderate,93.4211414931263,51.65411362649319,918.0903581238663
1107,Male,56,Urban,Sedentary,45.64821227301217,31.041252144984206,522.6129029323181
1108,Female,41,Urban,Moderate,111.95976223360981,50.95430153826267,952.7717383538604
1109,Male,50,Urban,Moderate,115.89167243241637,47.158972128959206,978.3418889377774
1110,Male,35,Urban,Moderate,88.43187904347019,45.38148872256062,986.4326336790356
1111,Male,45,Urban,Active,130.07765208465383,107.77687543644451,2029.1773390346539
1112,Male,49,Suburban,Moderate,107.38192515880607,56.77807188686982,1085.4770866550384
1113,Female,29,Urban,Moderate,120.58985695794337,53.96206767642472,998.503695056875
1114,Female,59,Urban,Moderate,91.44666597213975,46.05429090097538,931.981432012991
1115,Female,44,Urban,Sedentary,45.65256936807675,16.433839946877228,352.72879972385573
1116,Female,27,Rural,Sedentary,32.84060927447767,16.564774670223457,291.5331555360311
1117,Female,59,Suburban,Active,161.33799919695437,98.09534683479276,1996.4998474418112
1118,Male,49,Suburban,Moderate,112.00641949239258,50.32046601411607,968.7876456787305
1119,Female,59,Suburban,Sedentary,53.00153741526976,18.997531173217617,404.12639270459556
1120,Female,43,Urban,Sedentary,56.747335553087744,27.848637696205383,493.879756335916
1121,Female,42,Urban,Moderate,105.6193069328352,43.04053634952318,958.7371203459863
1122,Female,28,Urban,Moderate,109.6048441229409,47.610530829916016,981.9200650548737
1123,Male,40,Rural,Active,150.6039734591097,101.9211860723782,2051.368556957606
1124,Male,51,Rural,Sedentary,64.9839495741885,11.73797707303615,417.1164683657726
1125,Male,57,Urban,Active,148.6570906802016,105.50484531241466,1922.3532637947355
1126,Male,40,Urban,Moderate,92.43596008732277,52.678515772871265,1004.4149999380609
1127,Female,46,Urban,Moderate,119.0518491022359,51.301018946882074,980.0372005261763
1128,Female,48,Urban,Moderate,93.30329540262936,50.578871230277706,979.6417109780623
1129,Male,24,Suburban,Sedentary,58.604009567555536,23.849120656353033,404.785257612866
1130,Female,57,Urban,Active,157.54973324470794,102.33722214978756,2028.7252509755976
1131,Male,50,Rural,Sedentary,58.093600720105016,17.6453340108683,296.08977991839686
1132,Male,38,Urban,Sedentary,52.960120531381435,18.07649995571225,321.8063386203071
1133,Male,19,Rural,Active,155.17533445762507,97.53217597779357,1860.1624373482316
1134,Male,35,Suburban,Moderate,106.40644175762824,45.58191546162663,956.2434716518458
1135,Female,50,Suburban,Active,155.06739692707555,93.60693837645206,1936.384773740372
1136,Male,54,Suburban,Moderate,99.36764426732543,44.567749129255546,1012.7185720559617
1137,Female,51,Suburban,Moderate,105.36653206277333,54.749927086937916,1056.8291079557264
1138,Female,37,Suburban,Active,149.84365700544163,106.09432725292613,2140.5194499884647
1139,Male,52,Suburban,Sedentary,32.3744781395836,14.949166401918792,429.05282400759995
1140,Female,35,Suburban,Active,151.04709951220065,94.73754689514278,1929.9574277185372
1141,Female,41,Rural,Sedentary,52.801411217288845,18.75514420774419,365.161961159267
1142,Male,25,Suburban,Active,158.44308944292013,98.10668729375332,1993.8623443728436
1143,Female,47,Suburban,Sedentary,51.123766816278945,15.093506183723749,419.1263205172563
1144,Male,27,Rural,Moderate,90.16580207659024,58.46803353518287,1067.8500568501736
1145,Male,40,Urban,Active,155.32048383643397,100.16971091332958,2038.566484598843
1146,Male,28,Urban,Moderate,87.72636185971749,52.74980162544015,1006.7713192193238
1147,Female,19,Urban,Moderate,102.87030859026456,49.13849641946982,1076.4796860654626
1148,Female,43,Suburban,Active,167.28275832628555,106.31716817109826,2101.844061730111
1149,Male,53,Rural,Moderate,96.32747453732355,56.1251668088962,1102.487987084283
1150,Male,50,Urban,Active,151.4013780361004,104.98853784975768,2091.6072513239924
1151,Female,30,Suburban,Moderate,95.98709564028668,45.7892114531149,1006.8276700898493
1152,Male,57,Suburban,Sedentary,60.29873340512582,17.28840457157566,373.1968727642935
1153,Male,42,Urban,Sedentary,55.67478634137277,7.672530033434931,227.99098439847046
1154,Female,21,Suburban,Sedentary,48.7012735688261,11.330438015115128,413.3702779944593
1155,Female,59,Rural,Sedentary,69.58152226912713,21.6836149079825,482.7249839661213
1156,Male,36,Urban,Moderate,105.44818342439697,55.26531119877844,1090.0226299174387
1157,Female,35,Suburban,Sedentary,58.48456456470064,26.311133769626714,454.1354983846902
1158,Female,54,Suburban,Sedentary,53.39864633284705,36.14914563404764,611.3313446468558
1159,Male,47,Urban,Sedentary,54.55313787830337,24.62276828786651,452.3808012049793
1160,Female,36,Urban,Active,156.5069609089123,100.74171530278144,2029.1754016751684
1161,Male,40,Rural,Moderate,85.05322709032399,47.016903506018984,967.6720043461021
1162,Female,33,Urban,Moderate,112.06882890926857,47.2624020629681,1032.513317527043
1163,Female,18,Urban,Active,148.77011542462247,106.06389660102272,2022.9534033083714
1164,Female,29,Urban,Sedentary,50.61182207144246,17.426512943418814,396.1445101635045
1165,Male,41,Suburban,Active,153.23710151800452,107.16347766811026,2103.8560372675965
1166,Female,51,Suburban,Moderate,101.19512885406704,48.33604206888086,909.9697560638624
1167,Male,25,Suburban,Sedentary,50.16504455311129,10.08184263551809,388.93450896327136
1168,Male,35,Urban,Moderate,107.62829145585914,49.49403241366191,1072.487389103967
1169,Male,22,Rural,Moderate,105.27348235281076,54.57469112438452,1082.853857412877
1170,Female,43,Urban,Moderate,105.82497627928753,43.47834125544016,959.0784128637538
1171,Female,47,Urban,Active,153.75803994230426,97.61663160024399,2050.662633682454
1172,Male,30,Urban,Sedentary,28.29780999697894,22.69883215162077,351.00661219032645
1173,Female,36,Urban,Sedentary,40.849162493891335,12.737372768438597,309.4417831449795
1174,Male,46,Rural,Sedentary,44.59072771405131,15.964112743937484,361.1016782249118
1175,Female,20,Rural,Sedentary,54.50634339926806,24.43013693505693,461.02602976783646
1176,Male,43,Urban,Sedentary,33.48316511509004,21.471025099648042,352.2759314886223
1177,Female,57,Rural,Active,145.561020126995,98.03400377509544,2004.587244674696
1178,Male,29,Suburban,Sedentary,44.78832632991852,15.35467529553187,399.39322564891063
1179,Female,19,Rural,Moderate,88.01542706401197,46.97793545626484,931.9300383532438
1180,Male,28,Urban,Moderate,111.64688094986037,51.04824691736126,1057.0304261143567
1181,Male,45,Suburban,Active,143.53565357224787,103.74597190046848,2046.9671186109454
1182,Male,35,Urban,Active,156.41161122887652,108.48498732647353,2001.1064761201008
1183,Female,30,Rural,Moderate,102.72914115233256,52.78912628624945,1085.143622609113
1184,Female,54,Urban,Active,154.54408420353778,96.52581791890677,1912.1031715238678
1185,Male,39,Suburban,Moderate,95.25006312842501,41.47578209832048,879.5373752384874
1186,Female,29,Urban,Active,164.67576819553818,90.78939092262137,1871.955588566636
1187,Female,19,Urban,Moderate,98.74710128691892,46.047997586359024,926.7810926465868
1188,Female,54,Suburban,Sedentary,43.50681994883584,11.468002947642757,256.98171993193415
1189,Female,24,Rural,Moderate,103.62136112549126,41.256369774712255,860.8832548999502
1190,Male,43,Suburban,Moderate,101.80228824164647,46.50270138730474,992.4264883393264
1191,Male,43,Rural,Moderate,105.97242090751881,47.81331696307393,973.2253117400444
1192,Female,41,Urban,Sedentary,51.16754817838484,21.06121743973073,348.12197903355013
1193,Female,29,Suburban,Moderate,116.53390116460662,52.51375615332259,1131.2617320675804
1194,Female,33,Urban,Active,150.04542379779986,103.247986247496,1977.545605354479
1195,Male,40,Urban,Sedentary,54.53123108710485,21.67848291077371,404.2455758059143
1196,Male,57,Suburban,Moderate,89.63363548621822,38.545092808127876,808.7464195837321
1197,Female,26,Suburban,Moderate,107.50274508493476,53.266343018543076,989.1324733078498
1198,Female,49,Suburban,Active,140.0555757867284,106.82167593872086,2059.999461592386
1199,Female,32,Suburban,Active,150.11525576101857,100.64740389455172,1960.0455983555016
1200,Female,54,Suburban,Moderate,98.92700995696211,47.45321531938309,975.1334324334281
1201,Female,30,Urban,Moderate,111.4254472624628,48.29550536505835,1016.2056217722159
1202,Male,22,Urban,Sedentary,43.541875472419996,27.51930843053752,569.9682052750003
1203,Male,28,Suburban,Moderate,116.25647936627077,54.85647799396091,1079.5520394076786
1204,Female,27,Urban,Moderate,101.96122505388243,56.724440510194654,1071.4692348147794
1205,Female,30,Urban,Active,157.6950505129465,113.17012616610847,2175.0145225771385
1206,Male,58,Urban,Moderate,106.20807660840406,46.72442211772798,984.8638392812002
1207,Male,32,Suburban,Sedentary,44.26064587317217,7.53939649299584,402.4760179219661
1208,Female,59,Urban,Moderate,112.16064836436183,46.69072452818154,972.8289275849304
1209,Male,24,Suburban,Moderate,109.98239105830339,48.22888851109683,1034.7571649618508
1210,Male,57,Suburban,Sedentary,43.197041649407055,20.591089356493786,430.3370025363512
1211,Female,45,Urban,Sedentary,46.0987180902655,24.583841353621864,433.9285115228381
1212,Female,49,Suburban,Sedentary,49.48854368178365,17.898770370643817,386.80333859723487
1213,Female,52,Suburban,Active,128.78482670710176,95.81423726937383,1938.2054379616695
1214,Male,32,Suburban,Sedentary,63.15125335225099,12.016700992380944,336.91250674680646
1215,Female,53,Suburban,Sedentary,39.87506029796386,15.376053246972662,427.0804686997771
1216,Male,38,Urban,Active,149.93827025720017,96.28905109488018,1907.1069026450918
1217,Male,23,Suburban,Moderate,112.56770597473334,46.666101010643445,938.8482618992733
1218,Female,18,Urban,Sedentary,67.50841071650028,20.18707655356732,340.96334493220957
1219,Female,21,Rural,Sedentary,37.661821982259724,17.564997220546143,435.37321247184474
1220,Female,28,Rural,Sedentary,59.54642122106413,21.519438796429128,343.857509762071
1221,Female,43,Suburban,Sedentary,45.24204055291394,26.396763381830446,439.92284837762327
1222,Female,54,Urban,Sedentary,40.89041824556722,18.003368083101464,379.90513764674586
1223,Male,40,Urban,Moderate,97.01915896681841,42.824549360761075,906.0959486355841
1224,Male,46,Urban,Sedentary,63.16879838468482,26.098629364604648,481.54357852252656
1225,Male,38,Urban,Moderate,94.83117363915879,49.84289050048029,1032.9005540930457
1226,Male,44,Urban,Active,156.66382855877558,96.22115898756583,1916.0756096119333
1227,Female,56,Suburban,Moderate,88.63825763474489,46.700106341634935,1045.6180572350754
1228,Male,57,Urban,Active,152.34769367692667,100.43549473105858,2007.7759313499912
1229,Female,30,Rural,Moderate,98.04659003541407,50.48928076859574,973.180384465823
1230,Female,40,Urban,Moderate,99.15832403340889,58.54345769046972,1097.493704662335
1231,Female,33,Rural,Moderate,98.56398385662851,49.47175179767528,975.7961682477652
1232,Female,47,Rural,Sedentary,50.81752746464489,19.421732835072994,394.0371024450575
1233,Female,21,Suburban,Sedentary,50.43486928603802,21.694646923998388,425.6997215796533
1234,Female,57,Suburban,Moderate,104.92228455047962,46.2214849822019,989.9531392766354
1235,Male,33,Urban,Moderate,105.18258598433313,48.63888307884525,904.3250871286681
1236,Female,48,Suburban,Moderate,99.34571718373797,50.643452011580806,989.1483364413066
1237,Male,59,Urban,Active,146.41661220084686,100.55005633044945,1991.39296405273
1238,Male,42,Urban,Moderate,103.467709029009,49.172681617880095,963.0163676577117
1239,Female,29,Suburban,Moderate,108.26744303106292,47.185854253195714,954.7408438392943
1240,Male,43,Urban,Moderate,92.01213634829104,41.71630772927749,790.2189824603668
1241,Female,54,Suburban,Active,137.9731043079761,96.15110733931864,1963.5995229862324
1242,Female,50,Urban,Active,149.88082314862382,105.61666893055408,2043.838291516251
1243,Female,45,Urban,Active,137.7569978575552,101.33903130736924,2099.2898169818195
1244,Male,26,Urban,Sedentary,47.22924111944049,19.41447971955386,396.16678917108857
1245,Male,29,Urban,Moderate,109.33220515580282,53.16833970624279,1132.90577844073
1246,Female,22,Urban,Sedentary,44.18537440739574,21.824143944710823,342.20406320666376
1247,Male,45,Urban,Sedentary,48.231541357083174,22.69370462837975,455.6938014663539
1248,Female,52,Urban,Active,156.73093724199282,94.82590921703829,1991.0891344968154
1249,Female,22,Rural,Sedentary,17.731003752194155,23.209053780001156,472.6558130848995
1250,Female,51,Urban,Active,150.61250747154364,103.06865923487852,1987.6825646681123
1251,Male,51,Suburban,Sedentary,31.463087682303193,20.016221720391,467.294879454484
1252,Male,30,Urban,Active,164.94979013554115,97.89820187268629,1881.696603011354
1253,Female,56,Rural,Sedentary,53.92318219004534,3.3460699280268322,325.81406017468913
1254,Male,59,Urban,Moderate,93.8863435263567,45.53383608236654,830.6285849198632
1255,Male,31,Urban,Sedentary,61.82777370472083,22.977691610999674,450.31860649904587
1256,Female,28,Suburban,Moderate,114.39080361126013,57.31238108197088,1096.9341443198027
1257,Female,59,Urban,Moderate,101.66243794979292,48.15533704512985,916.8574315813332
1258,Female,55,Suburban,Moderate,100.64101772048465,47.41740533062198,911.9383964873805
1259,Female,21,Urban,Sedentary,63.63556544275729,10.14855691973918,372.06115862437986
1260,Male,50,Rural,Sedentary,40.43001514659735,16.965573691414434,370.5607351303391
1261,Female,24,Urban,Sedentary,51.92821550361933,8.043790660393306,207.91699454232793
1262,Female,58,Urban,Moderate,82.10298727447356,47.64254349760641,983.3265772305188
1263,Male,25,Suburban,Active,130.46675269144814,100.50788483870895,1987.0803021828522
1264,Female,54,Urban,Active,146.60031495140896,104.4365785498157,1987.5116379821127
1265,Female,27,Rural,Sedentary,28.065248946150056,28.492766030336107,532.9819587154598
1266,Female,32,Urban,Moderate,106.5788913436186,50.75095418577596,1042.07189230107
1267,Female,55,Suburban,Moderate,100.95057077990522,45.66789215058824,902.9051359177145
1268,Female,32,Urban,Sedentary,46.48610532085208,22.086517307518086,457.84134727792616
1269,Male,22,Rural,Moderate,101.74147758005789,46.624016653431795,910.8374386695228
1270,Male,46,Suburban,Moderate,99.06920990648472,53.11177899104436,966.37279538494
1271,Female,36,Urban,Sedentary,58.23692238842768,18.37094108755133,383.74075246733423
1272,Female,27,Urban,Sedentary,49.82502654344894,27.09452034737592,467.8311122784767
1273,Female,29,Urban,Sedentary,46.68252207900062,22.660144180586773,450.50141117821465
1274,Female,21,Rural,Moderate,106.25195660009776,44.9114181975239,959.8495342129271
1275,Female,48,Urban,Sedentary,49.86711052127354,20.622953789710337,389.35120846529344
1276,Female,35,Urban,Sedentary,62.82847553046021,21.975721665784533,441.87008364257247
1277,Female,33,Urban,Moderate,108.25471541995135,52.741138598755064,975.051636393366
1278,Female,57,Urban,Sedentary,47.55298343271427,18.089692563226407,334.78717747655026
1279,Female,53,Suburban,Sedentary,50.72644213043306,13.80157782065994,297.5244803559063
1280,Female,42,Rural,Active,157.33375186363284,104.99554372685508,1963.5310770104622
1281,Female,40,Suburban,Sedentary,65.19394596941342,24.804458375077303,382.01511877528196
1282,Male,29,Rural,Moderate,104.84023477084988,54.13732042510667,1105.8088139912363
1283,Male,51,Suburban,Moderate,113.17067913076971,53.338199377566696,975.6928200247112
1284,Male,53,Urban,Moderate,92.8070196820001,51.16812686827079,1038.771310048558
1285,Female,54,Urban,Moderate,94.07150524792416,40.97913672702641,987.0251012760759
1286,Male,20,Suburban,Sedentary,47.716781086455526,19.64515265076977,508.65445210453504
1287,Female,26,Rural,Active,161.42662282915742,104.58282611387243,2077.7503684208814
1288,Female,35,Rural,Moderate,104.0670368394829,43.94642100211273,942.9052532510038
1289,Male,52,Urban,Active,157.7387250491273,100.24848796501338,2001.9670299535558
1290,Female,51,Urban,Moderate,106.61778479579289,43.22312057837428,842.7130404402359
1291,Male,58,Urban,Active,140.46922211700468,95.12600275303302,2007.387167305663
1292,Male,31,Rural,Moderate,105.16695534126285,48.10811212636374,1001.0845553306493
1293,Female,21,Rural,Active,145.18797754442798,98.40693414430595,1980.3733567446448
1294,Male,46,Suburban,Moderate,87.12470825940791,50.156205614889736,989.2461521687339
1295,Male,58,Urban,Moderate,87.9748795902912,44.04459084157579,938.3637875056988
1296,Female,32,Suburban,Moderate,98.1521329125194,49.136613314853356,1070.6683759880032
1297,Female,45,Urban,Active,127.6424003605273,100.11597057613406,1990.231255844757
1298,Male,59,Urban,Active,150.45426786961778,107.73091181310083,2013.5812061907247
1299,Female,33,Suburban,Moderate,82.10728051451161,53.42102203565333,1036.7889499041667
1300,Male,29,Urban,Moderate,102.6089708605712,45.00637035628161,975.7353241377825
1301,Male,22,Urban,Sedentary,33.634768236002344,11.204389024429899,315.6979967906715
1302,Female,51,Rural,Moderate,99.25164234326702,45.90771163342979,925.974568554383
1303,Female,59,Suburban,Sedentary,63.68408018558675,22.536884413817106,485.7816807708323
1304,Female,18,Urban,Moderate,90.85538008528778,55.904797494270994,1045.0171868809932
1305,Female,56,Suburban,Active,161.63281309075023,97.36963663349837,1942.396642843657
1306,Female,49,Urban,Sedentary,60.15594809751104,20.204283606569092,347.20369459496703
1307,Female,43,Suburban,Moderate,94.48257354248463,45.36349892537401,1009.7944896257927
1308,Male,34,Suburban,Moderate,101.09727288304309,51.71137570730288,1023.930128675313
1309,Female,44,Suburban,Sedentary,27.833344839864903,28.499098189761817,475.90665798634467
1310,Male,41,Suburban,Moderate,85.0647623491607,56.1962766473175,1076.235741107244
1311,Male,52,Urban,Moderate,93.9659996716092,44.09252872214391,990.9808857082481
1312,Male,59,Urban,Sedentary,48.698148115178306,21.342661594643598,441.00154244622394
1313,Male,56,Urban,Active,150.0702587134297,101.00878134630246,1920.370260801713
1314,Female,43,Urban,Active,155.76688021781558,93.83518550689304,1990.2984989947672
1315,Female,55,Suburban,Sedentary,49.778373153691454,14.09471862185117,414.5102924788024
1316,Female,40,Urban,Sedentary,63.686507868999136,11.04923816901658,280.36768824451394
1317,Male,39,Urban,Moderate,97.36610312187862,44.46658987587471,1026.1757387675495
1318,Male,21,Urban,Moderate,97.0019880235068,48.84259465214453,930.6346269993786
1319,Male,26,Rural,Sedentary,49.856183184903955,26.321472935576715,443.088379425432
1320,Male,21,Urban,Sedentary,51.65918171096042,19.681879665738233,357.2211586567257
1321,Female,24,Suburban,Moderate,97.2893899189738,50.338001481162244,978.8020120040936
1322,Female,40,Urban,Active,155.50046634317064,101.70266240105985,1951.1845697557392
1323,Female,19,Urban,Moderate,113.59054156247898,46.79197524471692,1040.8235221992222
1324,Male,41,Urban,Moderate,109.48554299654242,59.856412697571336,1198.1888974102121
1325,Female,57,Suburban,Active,146.83143586857932,99.77287042606727,2008.7648387148436
1326,Female,48,Suburban,Moderate,93.5686420797163,52.69313291581614,1013.8335475952304
1327,Female,48,Rural,Moderate,89.62805302233151,45.97843867775558,973.3510768848205
1328,Female,57,Urban,Moderate,95.86649703239547,43.169960419148694,949.2588720695259
1329,Male,51,Urban,Active,125.68148060040082,99.35387085145072,1981.2041443332268
1330,Male,41,Rural,Moderate,112.27160176256758,49.68498724521697,1008.5641297572776
1331,Male,43,Urban,Active,163.4089960196889,104.23314214098404,2061.7645720263
1332,Female,33,Suburban,Moderate,78.72690458825355,52.19419150967234,1034.3213392352513
1333,Male,30,Suburban,Moderate,100.83586742629306,59.2022726062895,1160.2655954421787
1334,Male,32,Urban,Sedentary,51.96986049989412,15.670978687040586,350.67912838856154
1335,Male,44,Suburban,Moderate,96.91946326929313,50.37907383828662,913.7535855773923
